ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2023,11710,송파구,10100,잠실동,1,대지,0022,0000,리센츠,20230503,213000,84.99,0.0,10.0,,,2008,아파트,중개거래,서울 송파구
2023,11680,강남구,11400,일원동,1,대지,0719,0000,푸른마을아파트101동~111동,20230503,152000,84.93,0.0,6.0,,,1994,아파트,중개거래,서울 강남구
2023,11110,종로구,16800,동숭동,1,대지,0006,0006,(6-6),20230503,16500,45.96,16.7,2.0,,,1997,연립다세대,중개거래,서울 종로구
2023,11230,동대문구,10200,용두동,1,대지,0039,0001,청량리역한양수자인192주상복합,20230503,110060,84.96,0.0,30.0,분양권,,0,아파트,중개거래,서울 동대문구
2023,11200,성동구,11300,옥수동,1,대지,0528,0000,옥수파크힐스101동~116동,20230503,163000,84.3,0.0,13.0,,,2016,아파트,중개거래,서울 성동구
2023,11305,강북구,10200,번동,1,대지,0148,0013,한마음그린힐빌라트,20230503,22000,56.97,27.78,1.0,,,1997,연립다세대,중개거래,서울 강북구
2023,11380,은평구,10600,대조동,1,대지,0009,0045,대경홈타운,20230503,10000,13.79,0.0,11.0,,,2014,아파트,중개거래,서울 은평구
2023,11560,영등포구,13300,대림동,1,대지,1123,0000,한솔솔파크,20230503,84000,93.05,0.0,11.0,,,2008,아파트,직거래,
2023,11710,송파구,10500,석촌동,1,대지,0245,0009,보보스파크,20230503,28000,26.91,19.0,5.0,,,2016,연립다세대,중개거래,서울 송파구
2023,11305,강북구,10300,수유동,1,대지,0508,0037,하나아이파크빌,20230503,18000,29.9,18.54,2.0,,,2016,연립다세대,중개거래,서울 강북구
2023,11530,구로구,10600,고척동,1,대지,0269,0001,개봉청구,20230503,33000,58.67,0.0,3.0,,,1993,아파트,중개거래,서울 구로구
2023,11530,구로구,10200,구로동,1,대지,0650,0004,SK 허브수,20230503,20000,37.53,46.4,4.0,,,2005,오피스텔,중개거래,서울 구로구
2023,11380,은평구,10500,구산동,1,대지,0016,0069,삼성캐스빌,20230503,30000,40.82,25.44,2.0,,,2017,연립다세대,직거래,
2023,11470,양천구,10200,목동,1,대지,0912,0000,목동신시가지5,20230503,159000,65.08,0.0,9.0,,,1986,아파트,중개거래,서울 양천구
2023,11560,영등포구,12600,양평동2가,1,대지,0043,0011,디에이원파크,20230503,25500,29.98,41.14,9.0,,,2017,오피스텔,중개거래,서울 영등포구
2023,11305,강북구,10300,수유동,1,대지,0130,0033,송정지가(130-33),20230503,16000,29.92,17.45,5.0,,,2015,연립다세대,중개거래,서울 중랑구
2023,11470,양천구,10200,목동,1,대지,0603,0002,목동대우마이빌,20230503,14800,33.55,45.5,8.0,,,2003,오피스텔,중개거래,"서울 강서구, 서울 양천구"
2023,11110,종로구,16200,효제동,1,대지,0045,0000,반도 보라 아이비 타워,20230503,18000,35.7,49.42,3.0,,,2003,오피스텔,중개거래,서울 종로구
2023,11380,은평구,10200,녹번동,1,대지,0042,0019,삼우렉스빌,20230503,27000,46.36,39.24,3.0,,,2016,연립다세대,중개거래,서울 은평구
2023,11410,서대문구,11700,연희동,1,대지,0218,0001,연희체스트빌,20230503,12300,16.83,21.94,3.0,,,2005,오피스텔,중개거래,서울 서대문구
2023,11350,노원구,10600,중계동,1,대지,0109,0009,부강그린빌라트C동,20230503,17000,43.38,22.45,3.0,,,1996,연립다세대,중개거래,서울 노원구
2023,11140,중구,15400,오장동,1,대지,0145,0001,오렌지카운티을지로,20230503,18003,21.12,33.51,3.0,,,2020,오피스텔,직거래,
2023,11650,서초구,10800,서초동,1,대지,1601,0010,서초어반하이 오피스텔,20230503,21000,19.3,33.47,3.0,,,2018,오피스텔,직거래,
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,29000,23.09,20.5,6.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11380,은평구,10500,구산동,1,대지,0382,0000,갈현현대,20230502,45500,84.83,0.0,7.0,,,1998,아파트,직거래,
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,17000,13.3,20.5,5.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11470,양천구,10200,목동,1,대지,0901,0000,목동신시가지1,20230502,185000,88.5,0.0,1.0,,,1985,아파트,중개거래,서울 양천구
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,41000,50.17,30.0,3.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11290,성북구,13800,장위동,1,대지,0233,0091,세림빌라,20230502,22000,40.23,23.47,4.0,,,2004,연립다세대,직거래,
2023,11320,도봉구,10700,창동,1,대지,0585,0063,진주빌라,20230502,21000,38.34,15.02,4.0,,,1994,연립다세대,직거래,
2023,11470,양천구,10300,신월동,1,대지,0137,0014,조은팰리스30차,20230502,28700,40.41,26.57,3.0,,,2018,연립다세대,중개거래,서울 강서구
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,29000,23.25,20.5,5.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11470,양천구,10200,목동,1,대지,0912,0000,목동신시가지5,20230502,230200,115.47,0.0,6.0,,,1986,아파트,중개거래,서울 양천구
2023,11410,서대문구,11800,홍은동,1,대지,0455,0000,홍은동벽산,20230502,64000,84.78,0.0,4.0,,,1997,아파트,중개거래,서울 서대문구
2023,11410,서대문구,11000,북아현동,1,대지,0149,0000,e편한세상신촌2단지,20230502,123000,84.93,0.0,17.0,,,2018,아파트,직거래,
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,39000,42.23,40.0,6.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11215,광진구,10100,중곡동,1,대지,0018,0132,다성피렌체,20230502,32000,59.66,23.15,-1.0,,,2013,연립다세대,직거래,
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,40000,39.73,25.0,5.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11590,동작구,10200,상도동,1,대지,0210,0085,미성모던빌(210-85),20230502,17900,39.6,20.08,4.0,,,2002,연립다세대,중개거래,서울 동작구
2023,11440,마포구,12500,성산동,1,대지,0062,0000,현대빌라,20230502,28000,55.53,40.56,2.0,,,1990,연립다세대,중개거래,서울 마포구
2023,11320,도봉구,10500,쌍문동,1,대지,0137,0148,남송빌라,20230502,18000,46.8,25.3,4.0,,,1995,연립다세대,직거래,
2023,11560,영등포구,13200,신길동,,,,,,20230502,149000,112.85,50.0,0.0,,,1969,단독다가구,중개거래,서울 영등포구
2023,11470,양천구,10200,목동,1,대지,0901,0000,목동신시가지1,20230502,220000,116.29,0.0,5.0,,,1985,아파트,중개거래,서울 양천구
2023,11710,송파구,10100,잠실동,1,대지,0035,0000,트리지움,20230502,273000,149.45,0.0,5.0,,,2007,아파트,중개거래,서울 송파구
2023,11500,강서구,10300,화곡동,1,대지,0914,0003,일성스카이빌,20230502,59000,114.23,0.0,7.0,,,2001,아파트,중개거래,서울 강서구
2023,11560,영등포구,10700,영등포동6가,1,대지,0121,0006,현대하이츠,20230502,29300,29.01,14.23,5.0,,,2018,연립다세대,직거래,
2023,11620,관악구,10200,신림동,1,대지,1735,0000,관악산휴먼시아2단지,20230502,72500,84.97,0.0,20.0,,,2008,아파트,중개거래,서울 관악구
2023,11530,구로구,10900,궁동,1,대지,0237,0009,현대힐타운(237-9),20230502,27000,42.88,27.75,3.0,,,2017,연립다세대,중개거래,서울 구로구
2023,11620,관악구,10100,봉천동,1,대지,0869,0010,관악센츄리타워,20230502,12500,30.1,30.1,14.0,,,1995,오피스텔,중개거래,서울 관악구
2023,11290,성북구,13300,정릉동,1,대지,0314,0001,한울스페이스,20230502,20000,29.52,25.7,5.0,,,2018,연립다세대,중개거래,서울 종로구
2023,11200,성동구,10400,도선동,1,대지,0256,0005,성동 트레비스타 오피스텔,20230502,40000,26.44,40.3,9.0,,,2022,오피스텔,중개거래,서울 성동구
2023,11140,중구,15600,입정동,1,대지,0189,0001,힐스테이트 세운 센트럴 1단지,20230502,90620,49.45,0.0,15.0,분양권,,0,아파트,중개거래,서울 중랑구
2023,11560,영등포구,10500,영등포동4가,1,대지,0103,0000,영등포그랑그루,20230502,11500,12.1,0.0,10.0,,,2012,아파트,직거래,
2023,11590,동작구,10200,상도동,1,대지,0214,0067,프리우스(214-67),20230502,25000,37.5,30.2,1.0,,,2014,연립다세대,중개거래,서울 동작구
2023,11740,강동구,10900,천호동,1,대지,0414,0000,두산위브센티움,20230502,15500,31.37,44.64,21.0,,,2004,오피스텔,중개거래,서울 강동구
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,34000,29.01,20.5,3.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11305,강북구,10200,번동,1,대지,0433,0074,번동빌라(433-74),20230502,9700,39.6,28.44,-1.0,,,1992,연립다세대,중개거래,서울 강북구
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,23000,17.94,20.5,3.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11170,용산구,10200,용산동2가,1,대지,0022,0007,성원힐,20230502,24700,26.92,22.28,1.0,,,2008,연립다세대,중개거래,서울 마포구
2023,11350,노원구,10600,중계동,1,대지,0502,0001,중계그린1단지,20230502,53000,49.5,0.0,5.0,,,1990,아파트,중개거래,서울 노원구
2023,11560,영등포구,13200,신길동,1,대지,0189,0010,도원빌라(189-10),20230502,20000,28.18,11.05,1.0,,,2001,연립다세대,중개거래,서울 영등포구
2023,11545,금천구,10300,시흥동,1,대지,0003,0078,후암리치빌,20230502,26000,43.46,31.89,1.0,,,2014,연립다세대,중개거래,서울 금천구
2023,11470,양천구,10300,신월동,1,대지,0235,0007,신목동샤르망오피스텔,20230502,9900,26.94,35.94,3.0,,,2004,오피스텔,중개거래,서울 양천구
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,41000,50.17,30.0,4.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11710,송파구,11200,오금동,1,대지,0137,0010,센츄럴파크빌,20230502,15000,35.4,20.62,4.0,,,2008,연립다세대,직거래,
2023,11320,도봉구,10500,쌍문동,1,대지,0709,0000,美하우스,20230502,26000,41.89,26.05,3.0,,,2018,연립다세대,직거래,
2023,11410,서대문구,11100,홍제동,1,대지,0456,0000,성원,20230502,62000,84.87,0.0,12.0,,,1998,아파트,중개거래,서울 서대문구
2023,11260,중랑구,10100,면목동,1,대지,0371,0125,현진타워,20230502,23000,17.94,20.5,4.0,,,2019,연립다세대,중개거래,"서울 광진구, 서울 동대문구, 서울 중랑구"
2023,11680,강남구,10100,역삼동,1,대지,0785,0010,스톤빌리지,20230502,70000,55.69,31.19,4.0,,,2016,연립다세대,중개거래,서울 강남구
2023,11620,관악구,10200,신림동,1,대지,1703,0001,LIG대학마을(건영아파트3차),20230502,45000,58.9,0.0,3.0,,,1996,아파트,직거래,
2023,11230,동대문구,10500,답십리동,1,대지,0041,0000,동서울한양,20230502,60000,76.41,0.0,7.0,,,1989,아파트,중개거래,서울 동대문구
2023,11710,송파구,10100,잠실동,1,대지,0044,0000,레이크팰리스,20230502,190000,116.19,0.0,13.0,,,2006,아파트,중개거래,서울 중구
2023,11380,은평구,10400,갈현동,1,대지,0281,0104,아카시아빌,20230502,46800,77.31,33.36,4.0,,,2002,연립다세대,중개거래,서울 은평구
2023,11560,영등포구,11000,여의도동,1,대지,0047,0000,여의도자이,20230502,243000,125.71,0.0,13.0,,,2008,아파트,중개거래,서울 영등포구
2023,11380,은평구,10700,응암동,1,대지,0599,0015,뉴월드애필리움,20230502,35000,45.09,16.68,9.0,,,2017,연립다세대,중개거래,서울 은평구
2023,11470,양천구,10200,목동,1,대지,0929,0000,목동청구한신아파트,20230502,137000,84.77,0.0,4.0,,,1997,아파트,중개거래,서울 양천구
2023,11470,양천구,10100,신정동,1,대지,0966,0001,서륭그린빌,20230502,40000,42.42,24.38,4.0,,,2011,연립다세대,중개거래,서울 양천구
2023,11500,강서구,10300,화곡동,1,대지,1083,0011,다온파크빌(1083-11),20230502,17000,23.85,15.18,3.0,,,2017,연립다세대,중개거래,서울 강서구
2023,11440,마포구,12500,성산동,1,대지,0590,0004,KCC상암스튜디오380,20230502,16800,20.35,27.69,13.0,,,2014,오피스텔,직거래,
2023,11500,강서구,10300,화곡동,1,대지,0073,0079,신우빌라,20230502,17800,54.12,23.98,1.0,,,1994,연립다세대,중개거래,서울 강서구
2023,11440,마포구,12500,성산동,1,대지,0200,0034,동양하우징,20230502,29500,29.86,19.84,3.0,,,2016,연립다세대,중개거래,서울 마포구
2023,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,20230502,129300,84.97,0.0,4.0,,,2020,아파트,중개거래,서울 강동구
2023,11560,영등포구,13200,신길동,1,대지,0150,0003,쌍용프라임,20230502,40500,42.43,28.34,3.0,,,2019,연립다세대,직거래,
2023,11740,강동구,10600,둔촌동,1,대지,0170,0001,올림픽파크 포레온,20230502,172000,84.99,0.0,13.0,입주권,,0,아파트,중개거래,서울 강동구
2023,11500,강서구,10200,등촌동,1,대지,0653,0000,세븐빌,20230502,20300,29.76,19.01,2.0,,,2017,연립다세대,중개거래,서울 강서구
2023,11230,동대문구,10600,장안동,1,대지,0374,0001,장안현대벤처빌,20230502,12400,32.24,41.6,15.0,,,2004,오피스텔,직거래,
2023,11380,은평구,10500,구산동,1,대지,0382,0000,갈현현대,20230502,45500,84.83,0.0,7.0,,20230503,1998,아파트,중개거래,서울 은평구
2023,11380,은평구,10700,응암동,1,대지,0109,0012,래디앙,20230502,9200,17.98,23.55,8.0,,,2003,오피스텔,중개거래,"서울 서대문구, 서울 은평구"
2023,11620,관악구,10200,신림동,1,대지,1581,0039,(1581-39),20230501,20000,38.64,25.88,2.0,,,1986,연립다세대,중개거래,서울 관악구
2023,11230,동대문구,10500,답십리동,1,대지,0497,0023,청계푸르지오시티,20230501,14500,18.92,0.0,17.0,,,2015,아파트,중개거래,서울 동대문구
2023,11215,광진구,10700,화양동,1,대지,0113,0001,광진코지웰,20230501,16300,18.63,0.0,11.0,,,2014,아파트,중개거래,서울 광진구
2023,11380,은평구,10700,응암동,1,대지,0081,0101,지림빌라트,20230501,35800,77.31,52.31,2.0,,,2001,연립다세대,중개거래,서울 은평구
2023,11470,양천구,10200,목동,1,대지,0925,0000,목동신시가지7,20230501,138000,53.88,0.0,8.0,,,1986,아파트,중개거래,서울 양천구
2023,11710,송파구,10700,가락동,1,대지,0913,0000,헬리오시티,20230501,154000,59.96,0.0,3.0,,,2018,아파트,중개거래,서울 송파구
2023,11230,동대문구,10400,전농동,1,대지,0688,0000,래미안아름숲,20230501,88000,84.91,0.0,10.0,,,2012,아파트,중개거래,"서울 동대문구, 서울 중랑구"
2023,11590,동작구,10400,본동,1,대지,0487,0000,한신휴플러스,20230501,79200,59.9,0.0,13.0,,,2004,아파트,중개거래,서울 동작구
2023,11530,구로구,10200,구로동,1,대지,0043,0001,신도림 로제리움,20230501,12000,20.09,30.05,12.0,,,2012,오피스텔,직거래,
2023,11740,강동구,10900,천호동,1,대지,0334,0000,즈믄촌,20230501,53000,84.4,0.0,5.0,,,2002,아파트,중개거래,서울 강동구
2023,11110,종로구,17900,홍파동,1,대지,0199,0000,경희궁자이(2단지),20230501,183000,84.84,0.0,14.0,,,2017,아파트,중개거래,서울 종로구
2023,11290,성북구,13300,정릉동,1,대지,0266,0497,타워빌라(266-497),20230501,25500,77.43,39.06,3.0,,,2002,연립다세대,중개거래,서울 성북구
2023,11230,동대문구,10500,답십리동,1,대지,0907,0003,경인(907-3),20230501,23000,41.61,33.66,1.0,,,1987,연립다세대,중개거래,서울 동대문구
2023,11710,송파구,10600,삼전동,1,대지,0099,0001,한신로얄빌라,20230501,45000,67.34,30.14,4.0,,,1995,연립다세대,중개거래,서울 송파구
2023,11470,양천구,10200,목동,1,대지,0925,0000,목동신시가지7,20230501,138000,53.88,0.0,8.0,,20230503,1986,아파트,중개거래,서울 양천구
2023,11290,성북구,13300,정릉동,1,대지,0266,0168,행복드림빌,20230501,28500,29.47,16.99,4.0,,,2021,연립다세대,중개거래,서울 성북구
2023,11350,노원구,10400,하계동,1,대지,0270,0000,우성,20230501,73000,127.22,0.0,13.0,,,1988,아파트,직거래,
2023,11350,노원구,10600,중계동,1,대지,0585,0000,중계3우성,20230501,50500,59.94,0.0,14.0,,,1999,아파트,중개거래,서울 노원구
2023,11380,은평구,10100,수색동,1,대지,0415,0001,e편한세상 수색 에코포레,20230501,57000,59.9,0.0,12.0,,,2003,아파트,중개거래,서울 은평구
2023,11350,노원구,10600,중계동,1,대지,0359,0001,주공5,20230501,64700,58.46,0.0,15.0,,,1992,아파트,중개거래,서울 노원구
2023,11290,성북구,13600,하월곡동,1,대지,0229,0000,길음서희스타힐스,20230501,55000,67.44,0.0,22.0,,,2011,아파트,직거래,
2023,11215,광진구,10300,구의동,1,대지,0043,0013,다성피렌체,20230501,40000,45.92,35.3,2.0,,,2014,연립다세대,직거래,
2023,11530,구로구,10200,구로동,1,대지,0044,0008,비즈트위트오렌지,20230501,11400,15.54,0.0,6.0,,,2013,아파트,중개거래,서울 영등포구
2023,11740,강동구,10900,천호동,1,대지,0432,0010,쌍용플래티넘리버,20230501,18000,34.2,46.65,12.0,,,2004,오피스텔,중개거래,서울 강동구
2023,11380,은평구,10600,대조동,1,대지,0201,0022,와룡주택(201-22),20230501,15750,35.97,24.52,4.0,,,2003,연립다세대,직거래,
2023,11530,구로구,10700,개봉동,1,대지,0304,0014,샤인빌,20230501,29000,71.43,39.56,2.0,,,2009,연립다세대,중개거래,서울 구로구
2023,11620,관악구,10200,신림동,1,대지,0092,0331,서원,20230501,12000,40.16,23.66,1.0,,,2003,연립다세대,중개거래,서울 관악구
2023,11350,노원구,10600,중계동,1,대지,0360,0015,건영3,20230501,93000,84.9,0.0,13.0,,,1995,아파트,중개거래,"서울 노원구, 서울 중랑구"
2023,11500,강서구,10300,화곡동,1,대지,1147,0000,우영,20230501,37500,62.47,0.0,5.0,,,2004,아파트,중개거래,경기 부천시
2023,11230,동대문구,10400,전농동,1,대지,0690,0000,래미안크레시티,20230501,87700,59.99,0.0,1.0,,,2014,아파트,중개거래,서울 동대문구
2023,11470,양천구,10300,신월동,1,대지,0157,0008,그레이튼신월101동102동,20230501,47000,40.54,27.79,3.0,,,2022,연립다세대,중개거래,서울 관악구
2023,11230,동대문구,10200,용두동,1,대지,0779,0000,신동아,20230501,73000,84.63,0.0,11.0,,,1994,아파트,중개거래,서울 동대문구
2023,11500,강서구,10300,화곡동,1,대지,0051,0004,이도팰리스(51-4),20230501,25900,28.89,18.24,4.0,,,2020,연립다세대,직거래,
2023,11500,강서구,10900,방화동,1,대지,0830,0005,방화샤르먕2오피스텔,20230501,5500,17.64,24.97,9.0,,,2003,오피스텔,중개거래,서울 강서구
2023,11290,성북구,13700,상월곡동,1,대지,0024,0109,아델하임,20230501,26800,39.6,26.46,3.0,,,2019,연립다세대,중개거래,서울 성북구
2023,11440,마포구,12500,성산동,1,대지,0050,0030,두레홈(라),20230501,43000,92.53,46.2,5.0,,,2004,연립다세대,중개거래,서울 마포구
2023,11530,구로구,10800,오류동,1,대지,0338,0000,동부골든,20230501,51000,71.06,0.0,7.0,,,1998,아파트,중개거래,서울 구로구
2023,11500,강서구,10300,화곡동,1,대지,0362,0067,(362-67),20230501,21000,41.1,27.98,2.0,,,1986,연립다세대,중개거래,서울 강서구
2023,11470,양천구,10200,목동,1,대지,0318,0059,동양홈타운,20230501,23900,63.96,30.1,2.0,,,2002,연립다세대,중개거래,서울 양천구
2023,11215,광진구,10900,군자동,1,대지,0158,0001,리치팰리스(158-1),20230501,33500,49.66,30.17,5.0,,,2015,연립다세대,중개거래,서울 송파구
2023,11305,강북구,10100,미아동,1,대지,0373,0037,대광맨션(373-37),20230501,29000,45.41,26.4,5.0,,,2016,연립다세대,중개거래,서울 강북구
2023,11320,도봉구,10700,창동,1,대지,0585,0162,오성빌라,20230501,10000,34.56,19.91,2.0,,,1996,연립다세대,직거래,
2023,11215,광진구,10200,능동,1,대지,0222,0002,군자 아델리제,20230501,20000,17.65,30.28,6.0,,,2019,오피스텔,중개거래,서울 광진구
2023,11140,중구,15600,입정동,1,대지,0002,0004,힐스테이트세운센트럴2단지,20230430,66579,42.29,0.0,27.0,분양권,,0,아파트,직거래,
2023,11440,마포구,10100,아현동,1,대지,0777,0000,마포래미안푸르지오3단지,20230430,143000,84.6,0.0,5.0,,,2014,아파트,중개거래,서울 마포구
2023,11320,도봉구,10600,방학동,1,대지,0684,0014,청구그린빌라트(684-14),20230430,21800,51.55,27.28,4.0,,,1996,연립다세대,중개거래,서울 도봉구
2023,11290,성북구,13600,하월곡동,1,대지,0226,0000,월곡래미안루나밸리,20230430,72500,59.98,0.0,21.0,,,2007,아파트,중개거래,서울 성북구
2023,11410,서대문구,12000,남가좌동,1,대지,0379,0000,래미안남가좌2차,20230430,83300,59.79,0.0,6.0,,,2005,아파트,중개거래,서울 서대문구
2023,11740,강동구,10800,성내동,1,대지,0405,0009,한솔파로스,20230429,60000,84.74,0.0,6.0,,,2010,아파트,중개거래,서울 강동구
2023,11380,은평구,10700,응암동,1,대지,0766,0000,백련산파크자이,20230429,74000,59.79,0.0,18.0,,,2021,아파트,중개거래,서울 은평구
2023,11215,광진구,10200,능동,1,대지,0260,0001,진원아트빌,20230429,47000,70.32,44.71,1.0,,,2001,연립다세대,중개거래,서울 광진구
2023,11500,강서구,10900,방화동,1,대지,0830,0005,방화샤르먕2오피스텔,20230429,5700,17.64,24.97,8.0,,,2003,오피스텔,중개거래,서울 강서구
2023,11410,서대문구,11700,연희동,,,,,,20230429,54000,76.63,50.0,0.0,,,1968,단독다가구,중개거래,"경기 남양주시, 서울 서대문구"
2023,11530,구로구,10700,개봉동,1,대지,0019,0006,그린빌라,20230429,10400,47.76,23.85,-1.0,,,1992,연립다세대,중개거래,서울 양천구
2023,11380,은평구,10100,수색동,1,대지,0416,0001,진흥엣세벨,20230429,63500,78.29,0.0,5.0,,,2003,아파트,중개거래,서울 은평구
2023,11560,영등포구,13300,대림동,1,대지,1101,0007,G밸리소홈,20230429,15500,16.1,0.0,10.0,,,2018,아파트,중개거래,서울 영등포구
2023,11440,마포구,10400,도화동,1,대지,0555,0000,한화오벨리스크,20230429,44100,59.0,0.0,31.0,,,2004,아파트,직거래,
2023,11470,양천구,10200,목동,1,대지,0318,0100,선정그랜드빌,20230429,26000,64.62,36.12,3.0,,,2007,연립다세대,중개거래,서울 양천구
2023,11200,성동구,10700,행당동,1,대지,0346,0000,행당한진타운,20230429,118200,114.62,0.0,5.0,,,2000,아파트,중개거래,"서울 마포구, 서울 성동구"
2023,11620,관악구,10200,신림동,1,대지,0089,0008,이레빌라,20230429,35000,52.18,40.4,2.0,,,2013,연립다세대,중개거래,서울 관악구
2023,11500,강서구,10300,화곡동,1,대지,0395,0007,혜성폘리스16차,20230429,20000,47.42,26.57,2.0,,,2010,연립다세대,중개거래,서울 강서구
2023,11380,은평구,10700,응암동,1,대지,0764,0000,백련산힐스테이트4차,20230429,87000,84.98,0.0,6.0,,,2018,아파트,중개거래,서울 은평구
